,Sentiment,reviewBody
17,0,"I went into store in Delray Beach, Fl and asked the pharmacist where to find a covid test kit and was given location. I tied  to pay at thr pharmacy but was told they did couldn't do that because their CVS. I purchased the test kit brought it home to discover the product had expired 8 months ago. I returned went back to the pramacy and was told it had nothing to do with them because it is on the other side of the counter,  not their problem.Went to the store manager and was told he will tell someone. Target/CVS knowing sells bad product and don't care."
152,0,How about not following socialist and far left agenda and don't sell gay pride transgender clothes that cater to gay people like you're talking bathing suits for women seriously I don't know what is going on with you but I definitely don't want to shop at a place that has the devil's Mark all over it
2414,0,"Saw a great price on a Nest thermostat (I have the screenshot) but when I added to cart the price jumped $70!  Went all the way up the line to top CS staff but they would not budge.  False advertising to get me on the site but then would not honor the online price.  They said the price was ""updated"" which is target speak for ""we decided to raise the price even though our website shows a lower one"".   If you're going to try to compete with Amazon, at least be honest with your pricing."
750,0,"Great shop, great products!"
67,0,"Target bhas always been interesting as an alternative to Walmart... KMart..., However I've investigated where they are coming from, and I cannot frequent an anti-Constitutional stance. which is no problem with alternate personal situations, but, well, goodby!"
2493,0,"I will never shop at Target again because the online system made me so upset. Still making phone calls after 20 days of not getting my refund. Was told 1 to 2 business days-given a case number and a week later nothing. I called back-they tell me they didn't do and now I had to wait up to 10 days to get refund. Waited STILL NO REFUND. I am so mad, I just called and they said giftcard.  My shipment had a delivery problem was sent back and not they wont give me a refund. They want to put it on a giftcard/. Are you kidding, I never touched the package, why would I have to pay. Its almost $200 they will not give me...4 phone calls, a mountain of transfers, one disconnection and still no answers. Thanks target for ruining my love of target. I will not return, I will let everyone know how bad online is and to stick to Amazon. In the end you will probably keep my money and I will get nothing back. So frustrated. I hope someone from corporate reads this and makes it right. Look at your system."
188,0,Never going back. Corrupting children
2410,0,TARGET... Horrific customer service.  US call goes to the Philippines  Confused about question over a half and hour on hold... Then they said they would check into it put me on hold again...another 20 minutes and then disconnect my call... called back another 10 minutes on hold.. asked to speak with someone in US ....another long hold .....a nightmare...all done with Target.
325,0,Amazing. Had put Amazon to shame!
1994,0,The cashier did not know what she was doing and we could of saved 5 dollars but she did not know how to use cartwheel.
1246,0,"I recently purchased a heating pad from Pure Enrichment. I’m so glad I did! It’s easy to wash, super soft and the heat feels just right On my stomach post surgery! Very happy with this purchase and I recommend to all!"
